"Date","Price","Open","High","Low","Vol.","Change %"
"02/22/2021","5.4659","5.5128","5.5342","5.4296","151.54K","1.55%"
"02/19/2021","5.3823","5.4267","5.4706","5.3670","130.38K","-0.82%"
"02/18/2021","5.4270","5.3877","5.4535","5.3854","128.84K","0.30%"
"02/17/2021","5.4105","5.3707","5.4331","5.3707","65.79K","0.76%"
"02/16/2021","5.3695","5.3685","5.3707","5.3685","0.00K","-0.01%"
"02/15/2021","5.3701","5.3701","5.3701","5.3701","","0.01%"
"02/12/2021","5.3698","5.3953","5.4127","5.3542","116.06K","0.06%"
"02/11/2021","5.3665","5.3882","5.4118","5.3330","145.59K","-0.36%"
"02/10/2021","5.3860","5.3790","5.4378","5.3485","149.78K","0.15%"
"02/09/2021","5.3781","5.3660","5.4478","5.3535","129.78K","0.23%"
"02/08/2021","5.3657","5.4040","5.4208","5.3042","131.74K","-0.09%"
"02/05/2021","5.3704","5.4270","5.4562","5.3436","114.36K","-1.04%"
"02/04/2021","5.4266","5.3552","5.4571","5.3544","124.01K","1.37%"
"02/03/2021","5.3534","5.3663","5.3945","5.3201","127.33K","-0.27%"
"02/02/2021","5.3680","5.4326","5.4326","5.3425","138.24K","-1.18%"
"02/01/2021","5.4322","5.4663","5.4863","5.4205","121.40K","-0.55%"
"01/29/2021","5.4625","5.4390","5.5061","5.4189","185.91K","0.40%"
"01/28/2021","5.4410","5.4250","5.4604","5.3898","187.81K","0.50%"
"01/27/2021","5.4138","5.3556","5.4205","5.3491","202.31K","1.09%"
"01/26/2021","5.3552","5.4711","5.4783","5.3119","134.58K","-2.04%"
"01/25/2021","5.4665","5.4670","5.4670","5.4670","","0.00%"
"01/22/2021","5.4666","5.3547","5.4875","5.3547","117.18K","2.17%"
"01/21/2021","5.3506","5.2544","5.4006","5.2314","123.90K","1.11%"
"01/20/2021","5.2917","5.3589","5.3589","5.2823","104.34K","-1.23%"
"01/19/2021","5.3578","5.2691","5.3685","5.2420","128.83K","1.17%"
"01/18/2021","5.2957","5.3025","5.3229","5.2355","74.51K","0.06%"
"01/15/2021","5.2927","5.1971","5.3108","5.1971","126.16K","1.85%"
"01/14/2021","5.1967","5.2991","5.3034","5.1910","160.39K","-1.93%"
"01/13/2021","5.2990","5.3233","5.3550","5.2702","179.94K","-0.44%"
"01/12/2021","5.3226","5.4893","5.4942","5.3116","156.05K","-3.03%"
"01/11/2021","5.4890","5.4666","5.5166","5.4491","154.34K","1.31%"
"01/08/2021","5.4178","5.4108","5.4408","5.3208","191.81K","0.14%"
"01/07/2021","5.4101","5.3169","5.4187","5.2989","169.63K","1.81%"
"01/06/2021","5.3139","5.2863","5.3597","5.2318","225.65K","0.54%"
"01/05/2021","5.2854","5.2955","5.3547","5.2515","179.01K","-0.22%"
"01/04/2021","5.2968","5.1351","5.2972","5.1197","163.79K","1.98%"
"01/01/2021","5.1940","5.1940","5.1940","5.1940","","0.00%"
"12/31/2020","5.1940","5.1940","5.1940","5.1940","","0.01%"
"12/30/2020","5.1937","5.2051","5.2361","5.1519","88.73K","-0.31%"
"12/29/2020","5.2099","5.2460","5.2473","5.1645","105.57K","-0.69%"
"12/28/2020","5.2461","5.1784","5.3124","5.1639","101.12K","0.56%"
"12/25/2020","5.2167","5.2167","5.2167","5.2167","","0.00%"
"12/24/2020","5.2165","5.2168","5.2168","5.2168","","0.00%"
"12/23/2020","5.2164","5.1604","5.2215","5.1287","118.18K","1.10%"
"12/22/2020","5.1597","5.1220","5.1731","5.1094","135.36K","0.73%"
"12/21/2020","5.1222","5.2012","5.2250","5.1122","134.51K","0.39%"
"12/18/2020","5.1022","5.0592","5.1177","5.0592","136.13K","0.87%"
"12/17/2020","5.0582","5.0601","5.0890","5.0421","106.34K","-0.50%"
"12/16/2020","5.0838","5.0823","5.1440","5.0645","126.86K","-0.01%"
"12/15/2020","5.0842","5.1145","5.1248","5.0761","103.74K","-0.68%"
"12/14/2020","5.1189","5.0383","5.1307","5.0100","113.97K","1.05%"
"12/11/2020","5.0656","5.0438","5.0886","5.0288","117.43K","0.80%"
"12/10/2020","5.0256","5.1109","5.1328","5.0143","138.49K","-2.81%"
"12/09/2020","5.1708","5.1206","5.1981","5.0868","132.36K","0.99%"
"12/08/2020","5.1202","5.1000","5.1392","5.0627","118.78K","0.42%"
"12/07/2020","5.0990","5.1597","5.1701","5.0570","111.66K","-1.10%"
